,#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Funding
546,1529,Ajaib,Jakarta,Indonesia,Asia,67,2022-11-28,8.0,838,771,Finance,Unknown,$245,2022,-6.21462,106.84513,245.0
547,1530,Candy Digital,New York City,USA,North America,33,2022-11-28,33.0,100,67,Crypto,Series A,$100,2022,40.71427,-74.00597,100.0
548,1531,ResearchGate,Berlin,Germany,Europe,25,2022-11-28,10.0,250,225,Other,Series D,$87,2022,52.52437,13.41053,87.0
549,1540,VerSe Innovation,Bengaluru,India,Asia,150,2022-11-25,5.0,3000,2850,Media,Series J,$1700,2022,12.97194,77.59369,1700.0
550,1541,Carwow,London,United Kingdom,Europe,70,2022-11-25,20.0,350,280,Transportation,Unknown,$157,2022,51.50853,-0.12574,157.0
551,1542,Vendease,Lagos,Nigeria,Africa,27,2022-11-25,9.0,300,273,Food,Series A,$43,2022,6.45407,3.39467,43.0
552,1543,Lemon,Buenos Aires,Argentina,South America,100,2022-11-24,38.0,263,163,Crypto,Series A,$17,2022,-34.61315,-58.37723,17.0
553,1544,Quidax,Lagos,Nigeria,Africa,20,2022-11-24,20.0,100,80,Crypto,Unknown,$3,2022,6.45407,3.39467,3.0
554,1552,SIRCLO,Jakarta,Indonesia,Asia,160,2022-11-22,8.0,2000,1840,Retail,Series B,$92,2022,-6.21462,106.84513,92.0
555,1554,Trax,Singapore,Singapore,Asia,80,2022-11-22,8.0,1000,920,Retail,Series E,$1000,2022,1.28967,103.85007,1000.0
556,1559,Jumia,Lagos,Nigeria,Africa,900,2022-11-21,20.0,4500,3600,Retail,Post-IPO,1200,2022,6.45407,3.39467,200.0
557,1560,Kitopi,Dubai,United Arabian Emirates,Asia,93,2022-11-21,10.0,930,837,Food,Series C,$804,2022,25.07725,55.30927,804.0
558,1563,Zomato,Gurugram,India,Asia,100,2022-11-19,4.0,2500,2400,Food,Series J,$914,2022,28.4601,77.02635,914.0
559,1564,Carvana,Phoenix,USA,North America,1500,2022-11-18,8.0,18750,17250,Transportation,Post-IPO,$1600,2022,33.44838,-112.07404,1600.0
560,1565,Nuro,San Francisco Bay Area,USA,North America,300,2022-11-18,20.0,1500,1200,Transportation,Series D,$2100,2022,37.38605,-122.08385,2100.0
561,1566,Synthego,San Francisco Bay Area,USA,North America,105,2022-11-18,20.0,525,420,Healthcare,Series E,$459,2022,37.48522,-122.23635,459.0
562,1574,Roku,San Francisco Bay Area,USA,North America,200,2022-11-17,7.0,2857,2657,Media,Post-IPO,$208,2022,37.33939,-121.89496,208.0
563,1577,Juni,Gothenburg,Sweden,Europe,72,2022-11-17,33.0,218,146,Finance,Unknown,$281,2022,57.70716,11.96679,281.0
564,1579,Capitolis,New York City,USA,North America,37,2022-11-17,25.0,148,111,Finance,Series D,$281,2022,40.71427,-74.00597,281.0
565,1580,TealBook,Toronto,Canada,North America,34,2022-11-17,19.0,179,145,Other,Series B,$73,2022,43.70643,-79.39864,73.0
566,1581,Koho,Toronto,Canada,North America,15,2022-11-17,4.0,375,360,Finance,Series D,$278,2022,43.70643,-79.39864,278.0
567,1582,&Open,Dublin,Ireland,Europe,9,2022-11-17,9.0,100,91,Marketing,Series A,$35,2022,53.33306,-6.24889,35.0
568,1586,Amazon,Seattle,USA,North America,10000,2022-11-16,3.0,333333,323333,Retail,Post-IPO,$108,2022,47.60621,-122.33207,108.0
569,1587,Cisco,San Francisco Bay Area,USA,North America,4100,2022-11-16,5.0,82000,77900,Infrastructure,Post-IPO,$2,2022,37.33939,-121.89496,2.0
570,1588,Twiga,Nairobi,Kenya,Africa,211,2022-11-16,21.0,1005,794,Food,Series C,$157,2022,-1.28333,36.81667,157.0
571,1589,Wayflyer,Dublin,Ireland,Europe,200,2022-11-16,40.0,500,300,Marketing,Unknown,$889,2022,53.33306,-6.24889,889.0
572,1590,Similarweb,New York City,USA,North America,120,2022-11-16,10.0,1200,1080,Other,Post-IPO,$235,2022,40.71427,-74.00597,235.0
573,1591,Salsify,Boston,USA,North America,90,2022-11-16,11.0,818,728,Retail,Series F,$452,2022,42.35843,-71.05977,452.0
574,1592,Lokalise,Dover,USA,North America,76,2022-11-16,23.0,330,254,Other,Series B,$56,2022,39.15817,-75.52437,56.0
575,1593,Yotpo,New York City,USA,North America,70,2022-11-16,9.0,778,708,Marketing,Unknown,$436,2022,40.71427,-74.00597,436.0
576,1594,Pear Therapeutics,Boston,USA,North America,59,2022-11-16,22.0,268,209,Healthcare,Post-IPO,$409,2022,42.35843,-71.05977,409.0
577,1601,UiPath,New York City,USA,North America,241,2022-11-15,6.0,4017,3776,Data,Post-IPO,2000,2022,40.71427,-74.00597,0.0
578,1602,Asana,San Francisco Bay Area,USA,North America,180,2022-11-15,9.0,2000,1820,Other,Post-IPO,$453,2022,37.77493,-122.41942,453.0
579,1603,OwnBackup,New York City,USA,North America,170,2022-11-15,17.0,1000,830,Security,Series E,$507,2022,40.71427,-74.00597,507.0
580,1604,Deliveroo Australia,Melbourne,Australia,Australia,120,2022-11-15,100.0,120,0,Food,Post-IPO,1700,2022,-37.814,144.96332,700.0
581,1608,Jimdo,Hamburg,Germany,Europe,50,2022-11-15,16.0,313,263,Other,Unknown,$28,2022,53.55073,9.99302,28.0
582,1611,CaptivateIQ,San Francisco Bay Area,USA,North America,31,2022-11-15,10.0,310,279,Sales,Series C,$164,2022,37.77493,-122.41942,164.0
583,1621,Illumina,San Diego,USA,North America,500,2022-11-14,5.0,10000,9500,Healthcare,Post-IPO,$28,2022,32.71571,-117.16472,28.0
584,1623,iFit,Logan,USA,North America,300,2022-11-14,20.0,1500,1200,Fitness,Private Equity …,$200,2022,41.73549,-111.83439,200.0
585,1624,Ribbon,New York City,USA,North America,170,2022-11-14,85.0,200,30,Real Estate,Series C,$405,2022,40.71427,-74.00597,405.0
586,1625,Pipedrive,Tallinn,Estonia,Europe,143,2022-11-14,15.0,953,810,Sales,Private Equity …,$90,2022,59.43696,24.75353,90.0
587,1626,Intercom,San Francisco Bay Area,USA,North America,124,2022-11-14,13.0,954,830,Support,Series D,$240,2022,37.77493,-122.41942,240.0
588,1628,Pear Therapeutics,Boston,USA,North America,59,2022-11-14,22.0,268,209,Healthcare,Post-IPO,$409,2022,42.35843,-71.05977,409.0
589,1630,Cloudinary,San Francisco Bay Area,USA,North America,40,2022-11-14,8.0,500,460,Media,Unknown,$100,2022,37.35411,-121.95524,100.0
590,1635,Veev,San Francisco Bay Area,USA,North America,100,2022-11-11,30.0,333,233,Real Estate,Series D,$597,2022,37.66882,-122.0808,597.0
591,1636,Forto,Berlin,Germany,Europe,60,2022-11-11,8.0,750,690,Logistics,Series D,$593,2022,52.52437,13.41053,593.0
592,1640,GoTo Group,Jakarta,Indonesia,Asia,1300,2022-11-10,12.0,10833,9533,Transportation,Post-IPO,$1300,2022,-6.21462,106.84513,1300.0
593,1641,Juul,San Francisco Bay Area,USA,North America,400,2022-11-10,30.0,1333,933,Consumer,Unknown,$1500,2022,37.77493,-122.41942,1500.0
594,1642,Blend,San Francisco Bay Area,USA,North America,100,2022-11-10,6.0,1667,1567,Finance,Post-IPO,$665,2022,37.77493,-122.41942,665.0
595,1643,InfluxData,San Francisco Bay Area,USA,North America,65,2022-11-10,27.0,241,176,Data,Series D,$119,2022,37.77493,-122.41942,119.0
596,1645,SoundHound,San Francisco Bay Area,USA,North America,45,2022-11-10,10.0,450,405,Other,Post-IPO,$326,2022,37.35411,-121.95524,326.0
597,1647,Ocavu,Lehi,USA,North America,20,2022-11-10,48.0,42,22,Crypto,Series A,$11,2022,26.62535,-81.6248,11.0
598,1654,Meta,San Francisco Bay Area,USA,North America,11000,2022-11-09,13.0,84615,73615,Consumer,Post-IPO,$26000,2022,37.45383,-122.18219,26000.0
599,1655,Redfin,Seattle,USA,North America,862,2022-11-09,13.0,6631,5769,Real Estate,Post-IPO,$320,2022,47.60621,-122.33207,320.0
600,1656,Flyhomes,Seattle,USA,North America,300,2022-11-09,40.0,750,450,Real Estate,Series C,$310,2022,47.60621,-122.33207,310.0
601,1657,AvantStay,Los Angeles,USA,North America,144,2022-11-09,22.0,655,511,Travel,Private Equity …,$686,2022,34.05223,-118.24368,686.0
602,1658,Root Insurance,Columbus,USA,North America,137,2022-11-09,20.0,685,548,Finance,Post-IPO,$527,2022,39.96118,-82.99879,527.0
603,1659,Liftoff,San Francisco Bay Area,USA,North America,130,2022-11-09,15.0,867,737,Marketing,Acquired,$6,2022,37.48522,-122.23635,6.0
604,1661,Plum,Bengaluru,India,Asia,36,2022-11-09,10.0,360,324,Healthcare,Series A,$20,2022,12.97194,77.59369,20.0
605,1662,Kabam,San Francisco Bay Area,USA,North America,35,2022-11-09,7.0,500,465,Consumer,Acquired,$244,2022,37.77493,-122.41942,244.0
606,1664,Namogoo,Tel Aviv,Israel,Asia,25,2022-11-09,15.0,167,142,Marketing,Series C,$69,2022,32.08088,34.78057,69.0
607,1672,Repertoire Immu…,Boston,USA,North America,65,2022-11-08,50.0,130,65,Healthcare,Series B,$257,2022,42.35843,-71.05977,257.0
608,1677,SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,2022-11-07,1.0,100000,99000,Sales,Post-IPO,$65,2022,37.77493,-122.41942,65.0
609,1678,Unacademy,Bengaluru,India,Asia,350,2022-11-07,10.0,3500,3150,Education,Series H,$838,2022,12.97194,77.59369,838.0
610,1679,Zendesk,San Francisco Bay Area,USA,North America,350,2022-11-07,5.0,7000,6650,Support,Acquired,$85,2022,37.77493,-122.41942,85.0
611,1680,Dock,Sao Paulo,Brazil,South America,190,2022-11-07,12.0,1583,1393,Finance,Private Equity …,$280,2022,-23.5475,-46.63611,280.0
612,1683,Varonis,New York City,USA,North America,110,2022-11-06,5.0,2200,2090,Security,Post-IPO,$30,2022,40.71427,-74.00597,30.0
613,1686,Twitter,San Francisco Bay Area,USA,North America,3700,2022-11-04,50.0,7400,3700,Consumer,Post-IPO,$12900,2022,37.77493,-122.41942,12900.0
614,1688,Planetly,Berlin,Germany,Europe,200,2022-11-04,100.0,200,0,Other,Acquired,$5,2022,52.52437,13.41053,5.0
615,1689,KoinWorks,Jakarta,Indonesia,Asia,70,2022-11-04,8.0,875,805,Finance,Unknown,$180,2022,-6.21462,106.84513,180.0
616,1690,Exodus,Nebraska City,USA,North America,59,2022-11-04,22.0,268,209,Crypto,Unknown,$60,2022,40.67667,-95.85917,60.0
617,1693,Stripe,San Francisco Bay Area,USA,North America,1000,2022-11-03,14.0,7143,6143,Finance,Series H,$2300,2022,37.77493,-122.41942,2300.0
618,1694,Lyft,San Francisco Bay Area,USA,North America,700,2022-11-03,13.0,5385,4685,Transportation,Post-IPO,$4900,2022,37.77493,-122.41942,4900.0
619,1696,Pleo,Copenhagen,Denmark,Europe,150,2022-11-03,15.0,1000,850,Finance,Series C,$428,2022,55.67594,12.56553,428.0
620,1697,Delivery Hero,Berlin,Germany,Europe,100,2022-11-03,2.5,4000,3900,Food,Post-IPO,$8300,2022,52.52437,13.41053,8300.0
621,1698,Shippo,San Francisco Bay Area,USA,North America,60,2022-11-03,20.0,300,240,Logistics,Series E,$154,2022,37.77493,-122.41942,154.0
622,1706,Opendoor,San Francisco Bay Area,USA,North America,550,2022-11-02,18.0,3056,2506,Real Estate,Post-IPO,1900,2022,37.77493,-122.41942,900.0
623,1707,Chime,San Francisco Bay Area,USA,North America,156,2022-11-02,12.0,1300,1144,Finance,Series G,$2300,2022,37.77493,-122.41942,2300.0
624,1708,Chargebee,San Francisco Bay Area,USA,North America,142,2022-11-02,10.0,1420,1278,Finance,Series H,$468,2022,37.77493,-122.41942,468.0
625,1709,Dapper Labs,Vancouver,Canada,North America,134,2022-11-02,22.0,609,475,Crypto,Series D,$607,2022,49.24966,-123.11934,607.0
626,1710,Checkmarx,Tel Aviv,Israel,Asia,100,2022-11-02,10.0,1000,900,Security,Series C,$92,2022,32.08088,34.78057,92.0
627,1711,Smava,Berlin,Germany,Europe,100,2022-11-02,15.0,667,567,Finance,Unknown,$188,2022,52.52437,13.41053,188.0
628,1712,Iron Ox,San Francisco Bay Area,USA,North America,50,2022-11-02,50.0,100,50,Food,Series C,$103,2022,37.77493,-122.41942,103.0
629,1719,Upstart,San Francisco Bay Area,USA,North America,140,2022-11-01,7.0,2000,1860,Finance,Post-IPO,$144,2022,37.56299,-122.32553,144.0
630,1720,Gem,San Francisco Bay Area,USA,North America,100,2022-11-01,33.0,303,203,Recruiting,Series C,$148,2022,37.77493,-122.41942,148.0
631,1721,Oda,Oslo,Sweden,Europe,70,2022-11-01,18.0,389,319,Food,Unknown,$377,2022,59.91273,10.74609,377.0
632,1722,Oda,Oslo,Norway,Europe,70,2022-11-01,18.0,389,319,Food,Unknown,$477,2022,59.91273,10.74609,477.0
633,1723,Oda,Oslo,Norway,Europe,70,2022-11-01,6.0,1167,1097,Food,Unknown,$479,2022,59.91273,10.74609,479.0
634,1724,Hootsuite,Vancouver,Canada,North America,50,2022-11-01,5.0,1000,950,Marketing,Series C,$300,2022,49.24966,-123.11934,300.0
635,1729,Kry,Stockholm,Sweden,Europe,300,2022-10-31,10.0,3000,2700,Healthcare,Series D,$568,2022,59.32938,18.06871,568.0
636,1731,EquityZen,New York City,USA,North America,30,2022-10-31,27.0,111,81,Finance,Series B,$11,2022,40.71427,-74.00597,11.0
637,1732,Equitybee,San Francisco Bay Area,USA,North America,25,2022-10-31,20.0,125,100,Finance,Series B,$85,2022,37.44188,-122.14302,85.0
638,1735,Amazon,Seattle,USA,North America,150,2022-10-28,0.04497975910840122,333483,333333,Retail,Post-IPO,$108,2022,47.60621,-122.33207,108.0
639,1736,Fifth Season,Pittsburgh,USA,North America,100,2022-10-28,100.0,100,0,Food,Series B,$35,2022,40.44062,-79.99589,35.0
640,1739,RenoRun,Montreal,Canada,North America,210,2022-10-27,43.0,488,278,Construction,Series B,$163,2022,45.50884,-73.58781,163.0
641,1740,Recharge,Los Angeles,USA,North America,84,2022-10-27,17.0,494,410,Finance,Series B,$277,2022,34.05223,-118.24368,277.0
642,1745,MindBody,San Luis Obispo,USA,North America,400,2022-10-26,15.0,2667,2267,Fitness,Post-IPO,$114,2022,35.28275,-120.65962,114.0
643,1746,Zillow,Seattle,USA,North America,300,2022-10-26,5.0,6000,5700,Real Estate,Post-IPO,$97,2022,47.60621,-122.33207,97.0
644,1747,Cybereason,Boston,USA,North America,200,2022-10-26,17.0,1176,976,Security,Series F,$750,2022,42.35843,-71.05977,750.0
645,1748,Argo AI,Pittsburgh,USA,North America,173,2022-10-26,6.070175438596491,2850,2677,Transportation,Unknown,$3600,2022,40.44062,-79.99589,3600.0
646,1751,Fundbox,San Francisco Bay Area,USA,North America,150,2022-10-25,42.0,357,207,Finance,Series D,$553,2022,37.77493,-122.41942,553.0
647,1752,Embroker,San Francisco Bay Area,USA,North America,30,2022-10-25,12.0,250,220,Finance,Series C,$142,2022,37.77493,-122.41942,142.0
648,1753,Vee,Tel Aviv,Israel,Asia,17,2022-10-25,50.0,34,17,HR,Seed,$15,2022,32.08088,34.78057,15.0
649,1757,Cerebral,Walnut,USA,North America,400,2022-10-24,20.0,2000,1600,Healthcare,Series C,$462,2022,34.02029,-117.86534,462.0
650,1758,Snyk,Boston,USA,North America,198,2022-10-24,14.0,1414,1216,Security,Series F,$849,2022,42.35843,-71.05977,849.0
651,1760,Unico,Sao Paulo,Brazil,South America,50,2022-10-24,4.0,1250,1200,Other,Series D,$336,2022,-23.5475,-46.63611,336.0
652,1761,OrCam,Jerusalem,Israel,Asia,62,2022-10-23,16.0,388,326,Healthcare,Unknown,$86,2022,31.76904,35.21633,86.0
653,1762,Antidote Health,Tel Aviv,Israel,Asia,23,2022-10-23,38.0,61,38,Healthcare,Unknown,$36,2022,32.08088,34.78057,36.0
654,1763,Khoros,Austin,USA,North America,120,2022-10-21,10.0,1200,1080,Sales,Private Equity …,$138,2022,30.26715,-97.74306,138.0
655,1765,Elinvar,Berlin,Germany,Europe,43,2022-10-21,33.0,130,87,Finance,Unknown,$30,2022,52.52437,13.41053,30.0
656,1766,Synapsica,New Delhi,India,Asia,30,2022-10-21,30.0,100,70,Healthcare,Series A,$4,2022,28.65195,77.23149,4.0
657,1768,Hotmart,Belo Horizonte,Brazil,South America,227,2022-10-20,12.0,1892,1665,Marketing,Series C,$127,2022,-19.92083,-43.93778,127.0
658,1769,Zeus Living,San Francisco Bay Area,USA,North America,64,2022-10-20,46.0,139,75,Real Estate,Series C,$151,2022,37.77493,-122.41942,151.0
659,1770,Loom,San Francisco Bay Area,USA,North America,23,2022-10-20,11.0,209,186,Product,Series C,$203,2022,37.77493,-122.41942,203.0
660,1775,Gopuff,Philadelphia,USA,North America,250,2022-10-19,1.851851851851852,13500,13250,Food,Series H,$3400,2022,39.95238,-75.16362,3400.0
661,1776,AtoB,San Francisco Bay Area,USA,North America,32,2022-10-19,30.0,107,75,Finance,Series B,$177,2022,37.77493,-122.41942,177.0
662,1777,InfoSum,London,United Kingdom,Europe,20,2022-10-19,12.0,167,147,Security,Series B,$88,2022,51.50853,-0.12574,88.0
663,1781,Faire,San Francisco Bay Area,USA,North America,84,2022-10-18,7.0,1200,1116,Retail,Series G,$1700,2022,37.77493,-122.41942,1700.0
664,1782,Leafly,Seattle,USA,North America,56,2022-10-18,21.0,267,211,Retail,Post-IPO,$71,2022,47.60621,-122.33207,71.0
665,1787,Flipboard,San Francisco Bay Area,USA,North America,24,2022-10-16,21.0,114,90,Media,Unknown,$235,2022,37.44188,-122.14302,235.0
666,1790,Beyond Meat,Los Angeles,USA,North America,200,2022-10-14,19.0,1053,853,Food,Post-IPO,$122,2022,34.05223,-118.24368,122.0
667,1791,Beyond Meat,Los Angeles,USA,North America,200,2022-10-14,19.0,1053,853,Food,Post-IPO,$122,2022,34.05223,-118.24368,122.0
668,1795,Playdots,New York City,USA,North America,65,2022-10-13,100.0,65,0,Consumer,Acquired,$10,2022,40.71427,-74.00597,10.0
669,1797,Byju's,Bengaluru,India,Asia,2500,2022-10-12,5.0,50000,47500,Education,Private Equity …,5500,2022,12.97194,77.59369,500.0
670,1798,6sense,San Francisco Bay Area,USA,North America,150,2022-10-12,10.0,1500,1350,Sales,Series E,$426,2022,37.77493,-122.41942,426.0
671,1800,FrontRow,Bengaluru,India,Asia,130,2022-10-12,75.0,173,43,Education,Series A,$17,2022,12.97194,77.59369,17.0
672,1801,Noom,New York City,USA,North America,500,2022-10-11,10.0,5000,4500,Healthcare,Series F,$657,2022,40.71427,-74.00597,657.0
673,1803,Brex,San Francisco Bay Area,USA,North America,136,2022-10-11,11.0,1236,1100,Finance,Series D,$1500,2022,37.77493,-122.41942,1500.0
674,1804,Pacaso,San Francisco Bay Area,USA,North America,100,2022-10-11,30.0,333,233,Real Estate,Series C,$217,2022,37.77493,-122.41942,217.0
675,1806,Udacity,San Francisco Bay Area,USA,North America,55,2022-10-11,13.0,423,368,Education,Unknown,$235,2022,37.38605,-122.08385,235.0
676,1807,Linkfire,Copenhagen,Denmark,Europe,35,2022-10-11,35.0,100,65,Marketing,Seed,$2,2022,55.67594,12.56553,2.0
677,1812,Momentive,San Francisco Bay Area,USA,North America,180,2022-10-10,11.0,1636,1456,Marketing,Post-IPO,$1100,2022,37.56299,-122.32553,1100.0
678,1813,Pavilion Data,San Francisco Bay Area,USA,North America,96,2022-10-10,96.0,100,4,Infrastructure,Series D,$103,2022,37.33939,-121.89496,103.0
679,1814,Redesign Health,New York City,USA,North America,67,2022-10-10,20.0,335,268,Healthcare,Series C,$315,2022,40.71427,-74.00597,315.0
680,1817,BioMarin,San Francisco Bay Area,USA,North America,120,2022-10-07,4.0,3000,2880,Healthcare,Post-IPO,$585,2022,37.97353,-122.53109,585.0
681,1819,Crypto.com,Singapore,Singapore,Asia,2000,2022-10-06,30.0,6667,4667,Crypto,Unknown,$156,2022,1.28967,103.85007,156.0
682,1820,Peloton,New York City,USA,North America,500,2022-10-06,12.0,4167,3667,Fitness,Post-IPO,$1900,2022,40.71427,-74.00597,1900.0
683,1823,Impossible Foods,San Francisco Bay Area,USA,North America,50,2022-10-06,6.0,833,783,Food,Series H,$1900,2022,37.48522,-122.23635,1900.0
684,1828,Built In,Chicago,USA,North America,50,2022-10-05,25.0,200,150,Recruiting,Series C,$29,2022,41.85003,-87.65005,29.0
685,1830,8x8,San Francisco Bay Area,USA,North America,200,2022-10-04,9.0,2222,2022,Support,Post-IPO,$253,2022,37.28717,-121.9499,253.0
686,1831,Zoomo,Sydney,Australia,Australia,65,2022-10-04,16.0,406,341,Transportation,Series B,$105,2022,-33.86785,151.20732,105.0
687,1832,Homie,Salt Lake City,USA,North America,40,2022-10-04,13.0,308,268,Real Estate,Series B,$35,2022,40.76078,-111.89105,35.0
688,1838,Spin,San Francisco Bay Area,USA,North America,78,2022-09-30,10.0,780,702,Transportation,Acquired,$8,2022,37.77493,-122.41942,8.0
689,1843,Mux,San Francisco Bay Area,USA,North America,40,2022-09-29,20.0,200,160,Infrastructure,Series D,$173,2022,37.77493,-122.41942,173.0
690,1846,DocuSign,San Francisco Bay Area,USA,North America,671,2022-09-28,9.0,7456,6785,Sales,Post-IPO,$536,2022,37.77493,-122.41942,536.0
691,1849,Divvy Homes,San Francisco Bay Area,USA,North America,40,2022-09-27,12.0,333,293,Real Estate,Series B,$180,2022,37.77493,-122.41942,180.0
692,1853,Moss,Berlin,Germany,Europe,70,2022-09-23,15.0,467,397,Finance,Series B,$150,2022,52.52437,13.41053,150.0
693,1854,Foxtrot,Chicago,USA,North America,26,2022-09-23,4.0,650,624,Food,Series C,$166,2022,41.85003,-87.65005,166.0
694,1855,Truiloo,Vancouver,Canada,North America,24,2022-09-23,5.0,480,456,Security,Series D,$474,2022,49.24966,-123.11934,474.0
695,1857,NYDIG,New York City,USA,North America,110,2022-09-22,33.0,333,223,Crypto,Private Equity …,$1400,2022,40.71427,-74.00597,1400.0
696,1860,Kitty Hawk,San Francisco Bay Area,USA,North America,100,2022-09-21,100.0,100,0,Aerospace,Unknown,$1,2022,37.44188,-122.14302,1.0
697,1862,Compass,New York City,USA,North America,271,2022-09-20,6.691358024691358,4050,3779,Real Estate,Post-IPO,$1600,2022,40.71427,-74.00597,1600.0
698,1864,Ada,Toronto,Canada,North America,78,2022-09-20,16.0,488,410,Support,Series C,$190,2022,43.70643,-79.39864,190.0
699,1865,99,Sao Paulo,Brazil,South America,75,2022-09-20,2.0,3750,3675,Transportation,Acquired,$244,2022,-23.5475,-46.63611,244.0
700,1869,Vesalius Therapeutics,Boston,USA,North America,29,2022-09-19,43.0,67,38,Healthcare,Series B,$75,2022,42.35843,-71.05977,75.0
701,1872,Clear,Bengaluru,India,Asia,190,2022-09-16,20.0,950,760,Finance,Series C,$140,2022,12.97194,77.59369,140.0
702,1873,TrueLayer,London,United Kingdom,Europe,40,2022-09-16,10.0,400,360,Finance,Series E,$271,2022,51.50853,-0.12574,271.0
